,source,text,date,compound_score,pos_score,neu_score,neg_score
422,CNN,"Russia will expel 60 US diplomats and close the US Consulate in St. Petersburg, Foreign Minister Sergey Lavrov has… https://t.co/IkuwlwA51b",Fri Mar 30 05:51:02 +0000 2018,-0.4404,0.0,0.868,0.132
423,CNN,"If we want to stop Putin, we need to go after his sources of money | By Josh Campbell and Robert Baer via… https://t.co/21HuzQ8QBM",Fri Mar 30 05:46:03 +0000 2018,-0.2263,0.053,0.857,0.09
424,CNN,A legal defense fund site has been set up for former FBI deputy director Andrew McCabe https://t.co/CcT2hvpHTE https://t.co/SJrGuIGQWc,Fri Mar 30 05:31:06 +0000 2018,0.25,0.167,0.833,0.0
425,CNN,A legal defense fund site has been set up for former FBI deputy director Andrew McCabe https://t.co/79lGlgOORC https://t.co/oXrh0lCSST,Fri Mar 30 05:31:06 +0000 2018,0.25,0.167,0.833,0.0
426,CNN,This hockey player breastfeeds her baby during game breaks -- like a total mom boss https://t.co/oGfHwRTLOu https://t.co/UxOseVENRk,Fri Mar 30 05:16:05 +0000 2018,0.3612,0.143,0.857,0.0
427,CNN,A company donated $29 million in cryptocurrency to cover every single teacher request on a crowdfunding site https://t.co/hzJ2d9Vpya,Fri Mar 30 05:01:04 +0000 2018,0.0,0.0,1.0,0.0
428,CNN,"""I heard you're actually the devil incarnate and I wanted to meet you,"" Defense Secretary James Mattis joked during… https://t.co/CgIyVne1y4",Fri Mar 30 04:46:19 +0000 2018,-0.3818,0.157,0.661,0.182
429,CNN,"Two commercial pilots flying over the Arizona desert claim they saw an unidentified flying object pass overhead, ac… https://t.co/OyWw74DsEP",Fri Mar 30 04:31:02 +0000 2018,0.0,0.0,1.0,0.0
430,CNN,"More than 200 retired US diplomats are sounding the alarm about diplomacy under Trump, urging lawmakers to ensure t… https://t.co/2u1BabDKLi",Fri Mar 30 04:16:04 +0000 2018,0.0516,0.113,0.783,0.104
431,CNN,"This curious cheetah hopped into a car on a safari trip. Thankfully, everyone remained calm, and no one was hurt… https://t.co/oK2WrcRLFs",Fri Mar 30 04:01:46 +0000 2018,0.6369,0.301,0.61,0.089
432,CNN,"Would you ride in this ""Roseanne"" car? A New York City subway train car has been transformed to resemble Roseanne's… https://t.co/uSm5W59cfP",Fri Mar 30 04:00:00 +0000 2018,0.0,0.0,1.0,0.0
433,CNN,"The EPA circulated new talking points that downplay the role of human activity in climate change, instructing staff… https://t.co/QEjx1eqKb2",Fri Mar 30 03:46:02 +0000 2018,0.0,0.0,1.0,0.0
434,CNN,Spotify is about to go public — and one analyst thinks it could be worth $43.5 billion https://t.co/YFGqBucxsX https://t.co/oxHsXGdhVh,Fri Mar 30 03:31:04 +0000 2018,0.2263,0.101,0.899,0.0
435,CNN,A London orchestra's brass section was so loud a violist says it ruined his hearing. A judge agreed.… https://t.co/6yNRrWsEdM,Fri Mar 30 03:24:51 +0000 2018,-0.4767,0.0,0.829,0.171
436,CNN,The Trump administration plans to require nearly all visa applicants to the US to submit five years of social media… https://t.co/utAwtGucsr,Fri Mar 30 03:16:07 +0000 2018,0.0,0.0,1.0,0.0
437,CNN,"Days after five members of the same family were killed when their SUV went over a cliff, investigators are still lo… https://t.co/TxwiLmAomF",Fri Mar 30 03:16:02 +0000 2018,-0.6705,0.0,0.816,0.184
438,CNN,Human rights lawyer Amal Clooney has agreed to represent two Reuters journalists who have been jailed in Myanmar an… https://t.co/8Bo1vTvhYY,Fri Mar 30 03:01:07 +0000 2018,-0.2732,0.09,0.773,0.137
439,CNN,"Draylen Mason had just been admitted to a prestigious music school, but the 17-year-old died in the Austin bombings… https://t.co/kPiOxoRerr",Fri Mar 30 02:56:03 +0000 2018,-0.6908,0.052,0.736,0.212
440,BBC News (World),Trump attacks Amazon for paying 'little or no taxes' https://t.co/rTHNIRQp00,Thu Mar 29 14:19:10 +0000 2018,-0.4804,0.126,0.518,0.357
441,BBC News (World),VW to buy back cars hit by German city diesel bans https://t.co/zSEHoTyU7E,Thu Mar 29 14:19:10 +0000 2018,0.0,0.0,1.0,0.0
442,BBC News (World),Barclays pays $2bn to settle US fraud case https://t.co/OYF3mPgN9q,Thu Mar 29 14:19:10 +0000 2018,-0.5859,0.0,0.678,0.322
443,BBC News (World),"RT @BBCtrending: A heartfelt outcry. But is it ""trial by social media""? The story behind #IBelieveHer https://t.co/6aVhzw5oYF",Thu Mar 29 13:41:21 +0000 2018,0.0516,0.168,0.673,0.159
444,BBC News (World),PAOK Salonika: Gun incident sees Greek club's president banned https://t.co/m9eiwanNd9,Thu Mar 29 13:25:32 +0000 2018,-0.6597,0.0,0.597,0.403
445,BBC News (World),California car cliff plunge kills US family https://t.co/vXhDe84pvJ,Thu Mar 29 13:20:12 +0000 2018,-0.5423,0.0,0.667,0.333
446,BBC News (World),David Shulkin: Sacked secretary in parting shot at Trump https://t.co/Teh6jVB7GQ,Thu Mar 29 13:02:23 +0000 2018,0.0,0.0,1.0,0.0
447,BBC News (World),When a cheetah interrupts your safari (don't look around) 👀 https://t.co/T9cOUdpCl6,Thu Mar 29 12:45:48 +0000 2018,-0.3182,0.0,0.777,0.223
448,BBC News (World),Up close: The moment a cheetah joined a safari https://t.co/BWbPBFTVdI,Thu Mar 29 11:57:27 +0000 2018,0.0,0.0,1.0,0.0
449,BBC News (World),Germany migrants: Plans to keep asylum seekers in 'anchor centres' https://t.co/Pf1cCXBQth,Thu Mar 29 11:37:46 +0000 2018,0.0,0.0,1.0,0.0
450,BBC News (World),Police use tear gas to disperse crowds desperate for news of loved ones after at least 68 people died in fire at po… https://t.co/9eIMe3tUlR,Thu Mar 29 11:14:05 +0000 2018,-0.5267,0.121,0.621,0.258
451,BBC News (World),RT @BBCBreaking: French police arrest man in Grenoble after group of soldiers were almost hit by a car while jogging near their barracks ht…,Thu Mar 29 11:01:45 +0000 2018,-0.34,0.0,0.902,0.098
452,BBC News (World),Czechs consider national anthem update https://t.co/NDfnoewnK5,Thu Mar 29 10:52:18 +0000 2018,0.0,0.0,1.0,0.0
453,BBC News (World),"Owner reunited with camera lost at sea for two years (It still works by the way)

https://t.co/DKd10DtuwL https://t.co/McyZjxgtgB",Thu Mar 29 10:41:12 +0000 2018,-0.3182,0.0,0.881,0.119
454,BBC News (World),Thai beach from Leonardo DiCaprio film to close temporarily https://t.co/u3V69MIxHY,Thu Mar 29 09:59:23 +0000 2018,0.0,0.0,1.0,0.0
455,BBC News (World),"RT @BBCNews: Balls, cherries or cakes.
 
What's the biggest #Brexit cliché of all? 

https://t.co/W77gVN8RvN https://t.co/KLIpCV1JVA",Thu Mar 29 09:35:03 +0000 2018,0.0,0.0,1.0,0.0
456,BBC News (World),'Fake' India journalists held in Australia over human trafficking https://t.co/2dupZZwWAH,Thu Mar 29 09:29:39 +0000 2018,0.0,0.0,1.0,0.0
457,BBC News (World),Sean Penn's debut novel is trashed by critics https://t.co/HnWQ1aTAFO,Thu Mar 29 09:22:15 +0000 2018,0.0258,0.2,0.609,0.191
458,BBC News (World),"""I'll do everything I can to make up for my mistake and the damage it's caused."" 

Suspended Australian cricket cap… https://t.co/hqG3GDUQtE",Thu Mar 29 09:13:22 +0000 2018,-0.8271,0.0,0.661,0.339
459,BBC News (World),"RT @bbctms: Steve Smith gives emotional media conference at Sydney airport.

Refuses to put blame onto David Warner or others. 

""I don't b…",Thu Mar 29 09:05:37 +0000 2018,-0.2023,0.064,0.84,0.096
460,CBS News,Does the post office lose money on Amazon? https://t.co/Aba2MfjyoW https://t.co/Mm0kB7Dfq0,Fri Mar 30 07:48:03 +0000 2018,-0.25,0.137,0.645,0.218
461,CBS News,"Fact check: Trump's White House stretches truth on Census changes, AP finds https://t.co/BChyzBb8wf https://t.co/tUL33iEXnA",Fri Mar 30 07:33:04 +0000 2018,0.3182,0.15,0.85,0.0
462,CBS News,"""Don't make me go back"": Troubling allegations emerge after family's SUV cliff plunge https://t.co/kTqO8GBupm https://t.co/gqGHZUKq14",Fri Mar 30 07:18:03 +0000 2018,-0.5423,0.0,0.8,0.2
463,CBS News,"Terry J. Albury, former FBI agent in Minneapolis, accused of leaking files to media https://t.co/TPMinimLwR https://t.co/UAuh5WYTMz",Fri Mar 30 07:03:04 +0000 2018,-0.296,0.0,0.872,0.128
464,CBS News,"Defense Sec. Mattis jokes that he heard Bolton is ""devil incarnate"" at first meeting https://t.co/E66wHtfR7F https://t.co/pUQ5g3an7d",Fri Mar 30 06:48:03 +0000 2018,-0.4404,0.167,0.622,0.211
465,CBS News,U.S. to seek social media usernames and details from all visa applicants https://t.co/mRZdIN8zqX https://t.co/uedjqVxCAO,Fri Mar 30 06:33:04 +0000 2018,0.0,0.0,1.0,0.0
466,CBS News,"5 ways the ""Roseanne"" reboot embraces modern America https://t.co/lk8TAJ66Zk https://t.co/kscIB5715b",Fri Mar 30 06:18:04 +0000 2018,0.0,0.0,1.0,0.0
467,CBS News,Royal wedding countdown: Time for personal touches on Prince Harry and Meghan Markle's nuptials… https://t.co/zdNg2AbX9U,Fri Mar 30 06:03:03 +0000 2018,0.0,0.0,1.0,0.0
468,CBS News,"Adnan Syed case: Appeals court grants new trial in ""Serial"" case https://t.co/6tuEtb3tQt https://t.co/UErtvOD4zJ",Fri Mar 30 05:48:03 +0000 2018,0.2263,0.137,0.863,0.0
469,CBS News,"Deaths linked to a common paint stripper chemical go back decades, so why isn't it banned? https://t.co/fXSshEps2D https://t.co/s5xwstTRPu",Fri Mar 30 05:33:04 +0000 2018,0.357,0.134,0.866,0.0
470,CBS News,Massachusetts woman files lawsuit accusing tenant of shooting porn in her home https://t.co/XMc8zDhmx9 https://t.co/LiERD63OAD,Fri Mar 30 05:18:04 +0000 2018,-0.3818,0.0,0.769,0.231
471,CBS News,Drag racer killed in 100-mph crash at Sonoma Raceway in California https://t.co/cEXMEAPquU https://t.co/aWWk0MV20v,Fri Mar 30 05:03:04 +0000 2018,-0.8442,0.0,0.524,0.476
472,CBS News,Trump threatens to hold up South Korea trade agreement until North Korea talks https://t.co/pR3oqANNlb https://t.co/q7fyj7PRmD,Fri Mar 30 04:48:03 +0000 2018,0.1531,0.17,0.691,0.138
473,CBS News,Mom shifted blame for deaths of children found in car seats https://t.co/N8ZEOslDFS https://t.co/5SpyM1DYF0,Fri Mar 30 04:38:18 +0000 2018,-0.34,0.0,0.833,0.167
474,CBS News,"Off-duty officer shot in Kentucky, suspect on the run, mayor says https://t.co/WT5ioYU600 https://t.co/ztNjW4NRgM",Fri Mar 30 04:30:12 +0000 2018,-0.296,0.0,0.845,0.155
475,CBS News,ICE ends automatic release of most pregnant detainees https://t.co/wzMGoFmyH9 https://t.co/UVA2BeXtKO,Fri Mar 30 04:24:05 +0000 2018,0.0,0.0,1.0,0.0
476,CBS News,Youth from famed photo believed among dead as SUV flies off cliff https://t.co/eLmkkaEdxk https://t.co/nwtd6DTtVs,Fri Mar 30 04:18:03 +0000 2018,-0.6486,0.0,0.751,0.249
477,CBS News,Father who left toddler son to die after crash guilty of murder https://t.co/8BmYUNBvH1 https://t.co/QdzTckOePh,Fri Mar 30 04:03:05 +0000 2018,-0.9337,0.0,0.415,0.585
478,CBS News,Neighbors say they reported parents before deadly plunge off California cliff https://t.co/g80IallJEP https://t.co/ZuDB1N9Iok,Fri Mar 30 03:48:03 +0000 2018,0.0,0.0,1.0,0.0
479,CBS News,Laura Ingraham's advertisers distance themselves after David Hogg comments https://t.co/XwoeLUtDEX https://t.co/OY1VA13vFx,Fri Mar 30 03:39:23 +0000 2018,0.0,0.0,1.0,0.0
480,The New York Times,"Days after researchers announced that a tiny mummy once rumored to be an alien was actually a human infant, Chilean… https://t.co/pWHjcteuAg",Fri Mar 30 06:02:52 +0000 2018,0.0,0.0,1.0,0.0
481,The New York Times,"Tesla once looked like the future of the car industry. But as it burns cash and hits production snags, its own futu… https://t.co/BKoQri2pcC",Fri Mar 30 05:46:52 +0000 2018,0.3612,0.102,0.898,0.0
482,The New York Times,A sprawling exhibition in Amsterdam looks at how a fascination with Japan shaped van Gogh's work https://t.co/ot2sNAyfbR,Fri Mar 30 05:28:26 +0000 2018,0.4939,0.186,0.814,0.0
483,The New York Times,Jews Are Being Murdered in Paris. Again. https://t.co/U8Ios4m8vk,Fri Mar 30 05:12:05 +0000 2018,-0.6597,0.0,0.614,0.386
484,The New York Times,Some of the most vocal Parkland seniors — whether accepted or denied to their top college choices — are rethinking… https://t.co/5DjrpLjU0l,Fri Mar 30 05:07:48 +0000 2018,0.0,0.171,0.702,0.127
485,The New York Times,Some of the most vocal Parkland seniors — whether accepted or denied to their top college choices — are rethinking… https://t.co/ez3RxADRxa,Fri Mar 30 04:49:36 +0000 2018,0.0,0.171,0.702,0.127
486,The New York Times,"President Trump and his old friend David Pecker, whose company owns The National Enquirer, have long had a mutually… https://t.co/SStfyOVJeP",Fri Mar 30 04:31:03 +0000 2018,0.4939,0.151,0.849,0.0
487,The New York Times,RT @nytpolitics: Attorney General Jeff Sessions rejected calls to appoint a second special counsel to investigate the Justice Department su…,Fri Mar 30 04:16:04 +0000 2018,0.4215,0.24,0.63,0.13
488,The New York Times,"RT @NYTHealth: There is something ugly inside your rubber ducky, scientists say https://t.co/5JFFHBCv6e",Fri Mar 30 04:01:38 +0000 2018,-0.5106,0.0,0.784,0.216
489,The New York Times,"A Quick Online Divorce for $60? Not So Fast, Denmark Says https://t.co/mlCHREYMeS",Fri Mar 30 03:44:14 +0000 2018,0.0,0.0,1.0,0.0
490,The New York Times,"RT @koblin: The day after 2016 election, top ABC execs held a meeting to figure out how to program in the Trump era. 18 months later, Rosea…",Fri Mar 30 03:31:03 +0000 2018,0.2023,0.067,0.933,0.0
491,The New York Times,"Gym.
Tan.
Laundry.
Check on the kids. 
https://t.co/gqMNDPIhKL",Fri Mar 30 03:16:06 +0000 2018,0.0,0.0,1.0,0.0
492,The New York Times,The U.N. secretary general called climate change “the most systemic threat to humankind” https://t.co/6qOyRo5UE4,Fri Mar 30 03:01:05 +0000 2018,-0.5688,0.0,0.779,0.221
493,The New York Times,The judge who is presiding at the retrial of Bill Cosby rejected defense motions to recuse himself because his wife… https://t.co/oscBX31Y9D,Fri Mar 30 02:46:01 +0000 2018,-0.4215,0.063,0.798,0.139
494,The New York Times,"RT @katekelly: Friends of media mogul David Pecker broke bread with Trump at the White House, cementing a crucial link to the Saudi busines…",Fri Mar 30 02:38:20 +0000 2018,0.0772,0.115,0.781,0.104
495,The New York Times,The shake-up in the Veterans Affairs department has brought renewed focus to the debate over privatizing veterans'… https://t.co/eoyrP4aYbc,Fri Mar 30 02:31:03 +0000 2018,0.0,0.0,1.0,0.0
496,The New York Times,"In Opinion,

@rgay writes: ""No amount of mental gymnastics can make what Roseanne Barr has said and done in recent… https://t.co/WIAVJ6gjo6",Fri Mar 30 02:16:04 +0000 2018,-0.296,0.0,0.901,0.099
497,The New York Times,Hope Hicks has left the building. Those left behind are wondering what happens now. https://t.co/uadHGL9Ssu,Fri Mar 30 02:01:04 +0000 2018,0.4404,0.172,0.828,0.0
498,The New York Times,RT @mmcintire: Exclusive: How Trump helped tabloid mogul who buried story of alleged affair with Playboy playmate w/@jimrutenberg @katekell…,Fri Mar 30 01:57:00 +0000 2018,0.128,0.077,0.923,0.0
499,The New York Times,"Trump and Pecker have long had a mutually beneficial relationship. 

Pecker's company has championed Trump by buryi… https://t.co/FOQJKEJe2j",Fri Mar 30 01:56:33 +0000 2018,0.6249,0.254,0.746,0.0
